_previousMonth,_previousYear,Date,Investment Value,Type of structure,_valueConnector,Dollars
2020-08-01,2019-09-01,2020-09-01,Unadjusted - current,Total institutional and governmental,2530338,2530338
2020-08-01,2019-09-01,2020-09-01,Unadjusted - current,Total residential,152143550,152143550
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - constant,Total commercial,20910259,20910259
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - constant,Total industrial,3962149,3962149
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - constant,Total institutional and governmental,6426864,6426864
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - constant,Total residential,86933385,86933385
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - current,Total commercial,20021959,20021959
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - current,Total industrial,3794578,3794578
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - current,Total institutional and governmental,6155220,6155220
2010-07-01,2009-08-01,2010-08-01,Seasonally adjusted - current,Total residential,83111110,83111110
2010-07-01,2009-08-01,2010-08-01,Unadjusted - constant,Total commercial,20466173,20466173
2010-07-01,2009-08-01,2010-08-01,Unadjusted - constant,Total industrial,3960937,3960937
2010-07-01,2009-08-01,2010-08-01,Unadjusted - constant,Total institutional and governmental,7008994,7008994
2010-07-01,2009-08-01,2010-08-01,Unadjusted - constant,Total residential,106210578,106210578
2010-07-01,2009-08-01,2010-08-01,Unadjusted - current,Total commercial,19606593,19606593
2010-07-01,2009-08-01,2010-08-01,Unadjusted - current,Total industrial,3794578,3794578
2010-07-01,2009-08-01,2010-08-01,Unadjusted - current,Total institutional and governmental,6714616,6714616
2010-07-01,2009-08-01,2010-08-01,Unadjusted - current,Total residential,101370267,101370267
2010-08-01,2009-09-01,2010-09-01,Seasonally adjusted - constant,Total commercial,21185069,21185069
2010-08-01,2009-09-01,2010-09-01,Seasonally adjusted - constant,Total industrial,4074382,4074382
2010-08-01,2009-09-01,2010-09-01,Seasonally adjusted - constant,Total institutional and governmental,6247017,6247017
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - constant,Total residential,93109776,93109776
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - current,Total commercial,18458775,18458775
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - current,Total industrial,2930935,2930935
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - current,Total institutional and governmental,3398512,3398512
2016-01-01,2015-02-01,2016-02-01,Seasonally adjusted - current,Total residential,97044148,97044148
2016-01-01,2015-02-01,2016-02-01,Unadjusted - constant,Total commercial,18130031,18130031
2016-01-01,2015-02-01,2016-02-01,Unadjusted - constant,Total industrial,2788711,2788711
2016-01-01,2015-02-01,2016-02-01,Unadjusted - constant,Total institutional and governmental,3082920,3082920
2016-01-01,2015-02-01,2016-02-01,Unadjusted - constant,Total residential,74463348,74463348
2016-01-01,2015-02-01,2016-02-01,Unadjusted - current,Total commercial,19054662,19054662
2016-01-01,2015-02-01,2016-02-01,Unadjusted - current,Total industrial,2930935,2930935
2016-01-01,2015-02-01,2016-02-01,Unadjusted - current,Total institutional and governmental,3240149,3240149
2016-01-01,2015-02-01,2016-02-01,Unadjusted - current,Total residential,77470360,77470360
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - constant,Total commercial,24584318,24584318
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - constant,Total industrial,1592808,1592808
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - constant,Total institutional and governmental,3081273,3081273
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - constant,Total residential,112558649,112558649
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - current,Total commercial,27089454,27089454
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - current,Total industrial,1755635,1755635
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - current,Total institutional and governmental,3367757,3367757
2018-04-01,2017-05-01,2018-05-01,Seasonally adjusted - current,Total residential,126313086,126313086
2018-04-01,2017-05-01,2018-05-01,Unadjusted - constant,Total commercial,23612374,23612374
2018-04-01,2017-05-01,2018-05-01,Unadjusted - constant,Total industrial,1473108,1473108
2018-04-01,2017-05-01,2018-05-01,Unadjusted - constant,Total institutional and governmental,2948190,2948190
2018-04-01,2017-05-01,2018-05-01,Unadjusted - constant,Total residential,101877509,101877509
2018-04-01,2017-05-01,2018-05-01,Unadjusted - current,Total commercial,26017237,26017237
2018-04-01,2017-05-01,2018-05-01,Unadjusted - current,Total industrial,1624094,1624094
2018-04-01,2017-05-01,2018-05-01,Unadjusted - current,Total institutional and governmental,3220376,3220376
2018-04-01,2017-05-01,2018-05-01,Unadjusted - current,Total residential,114081179,114081179
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - constant,Total commercial,24257116,24257116
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - constant,Total industrial,1673697,1673697
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - constant,Total institutional and governmental,2691201,2691201
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - constant,Total residential,114316573,114316573
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - current,Total commercial,26768625,26768625
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - current,Total industrial,1847505,1847505
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - current,Total institutional and governmental,2946596,2946596
2018-05-01,2017-06-01,2018-06-01,Seasonally adjusted - current,Total residential,128578555,128578555
2018-05-01,2017-06-01,2018-06-01,Unadjusted - constant,Total commercial,23079785,23079785
2018-05-01,2017-06-01,2018-06-01,Unadjusted - constant,Total industrial,1565284,1565284
2018-05-01,2017-06-01,2018-06-01,Unadjusted - constant,Total institutional and governmental,2741066,2741066
2018-05-01,2017-06-01,2018-06-01,Unadjusted - constant,Total residential,123204667,123204667
2018-05-01,2017-06-01,2018-06-01,Unadjusted - current,Total commercial,25435227,25435227
2018-05-01,2017-06-01,2018-06-01,Unadjusted - current,Total industrial,1725951,1725951
2018-05-01,2017-06-01,2018-06-01,Unadjusted - current,Total institutional and governmental,2994130,2994130
2018-05-01,2017-06-01,2018-06-01,Unadjusted - current,Total residential,137843147,137843147
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - constant,Total commercial,21758233,21758233
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - constant,Total industrial,1544483,1544483
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - constant,Total institutional and governmental,2562715,2562715
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - constant,Total residential,95756565,95756565
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - current,Total commercial,24232537,24232537
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - current,Total industrial,1726462,1726462
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - current,Total institutional and governmental,2823427,2823427
2018-06-01,2017-07-01,2018-07-01,Seasonally adjusted - current,Total residential,108118549,108118549
2018-06-01,2017-07-01,2018-07-01,Unadjusted - constant,Total commercial,21003897,21003897
2018-06-01,2017-07-01,2018-07-01,Unadjusted - constant,Total industrial,1400920,1400920
2018-06-01,2017-07-01,2018-07-01,Unadjusted - constant,Total institutional and governmental,2807908,2807908
2018-06-01,2017-07-01,2018-07-01,Unadjusted - constant,Total residential,114088049,114088049
2018-06-01,2017-07-01,2018-07-01,Unadjusted - current,Total commercial,23424244,23424244
2018-06-01,2017-07-01,2018-07-01,Unadjusted - current,Total industrial,1567961,1567961
2018-06-01,2017-07-01,2018-07-01,Unadjusted - current,Total institutional and governmental,3094100,3094100
2018-06-01,2017-07-01,2018-07-01,Unadjusted - current,Total residential,129061875,129061875
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - constant,Total commercial,21186463,21186463
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - constant,Total industrial,1480186,1480186
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - constant,Total institutional and governmental,2578831,2578831
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - constant,Total residential,107142386,107142386
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - constant,Total commercial,22351635,22351635
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - constant,Total industrial,1722462,1722462
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - constant,Total institutional and governmental,2505080,2505080
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - constant,Total residential,121183400,121183400
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - constant,Total commercial,21676953,21676953
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - constant,Total industrial,1873278,1873278
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - constant,Total institutional and governmental,2292919,2292919
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - constant,Total residential,127776848,127776848
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - current,Total commercial,23641902,23641902
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - current,Total industrial,1656130,1656130
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - current,Total institutional and governmental,2846404,2846404
2018-07-01,2017-08-01,2018-08-01,Seasonally adjusted - current,Total residential,121434557,121434557
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - current,Total commercial,24968614,24968614
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - current,Total industrial,1931263,1931263
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - current,Total institutional and governmental,2767571,2767571
2018-08-01,2017-09-01,2018-09-01,Seasonally adjusted - current,Total residential,137704538,137704538
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - current,Total commercial,24475897,24475897
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - current,Total industrial,2117906,2117906
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - current,Total institutional and governmental,2564671,2564671
2018-09-01,2017-10-01,2018-10-01,Seasonally adjusted - current,Total residential,145295401,145295401
2018-07-01,2017-08-01,2018-08-01,Unadjusted - constant,Total commercial,21453629,21453629
2018-07-01,2017-08-01,2018-08-01,Unadjusted - constant,Total industrial,1368095,1368095
2018-07-01,2017-08-01,2018-08-01,Unadjusted - constant,Total institutional and governmental,2923219,2923219
2018-07-01,2017-08-01,2018-08-01,Unadjusted - constant,Total residential,125321673,125321673
2018-08-01,2017-09-01,2018-09-01,Unadjusted - constant,Total commercial,22804496,22804496
2018-08-01,2017-09-01,2018-09-01,Unadjusted - constant,Total industrial,1593411,1593411
2018-08-01,2017-09-01,2018-09-01,Unadjusted - constant,Total institutional and governmental,2899900,2899900
2018-08-01,2017-09-01,2018-09-01,Unadjusted - constant,Total residential,141315090,141315090
2018-09-01,2017-10-01,2018-10-01,Unadjusted - constant,Total commercial,22484090,22484090
2018-09-01,2017-10-01,2018-10-01,Unadjusted - constant,Total industrial,1880424,1880424
2018-09-01,2017-10-01,2018-10-01,Unadjusted - constant,Total institutional and governmental,2574775,2574775
2018-09-01,2017-10-01,2018-10-01,Unadjusted - constant,Total residential,140566699,140566699
2018-07-01,2017-08-01,2018-08-01,Unadjusted - current,Total commercial,23934998,23934998
2018-07-01,2017-08-01,2018-08-01,Unadjusted - current,Total industrial,1530054,1530054
2018-07-01,2017-08-01,2018-08-01,Unadjusted - current,Total institutional and governmental,3221164,3221164
2018-07-01,2017-08-01,2018-08-01,Unadjusted - current,Total residential,141805491,141805491
2018-08-01,2017-09-01,2018-09-01,Unadjusted - current,Total commercial,25443699,25443699
2018-08-01,2017-09-01,2018-09-01,Unadjusted - current,Total industrial,1782087,1782087
2018-08-01,2017-09-01,2018-09-01,Unadjusted - current,Total institutional and governmental,3195469,3195469
2018-08-01,2017-09-01,2018-09-01,Unadjusted - current,Total residential,159882776,159882776
2018-09-01,2017-10-01,2018-10-01,Unadjusted - current,Total commercial,25408591,25408591
2018-09-01,2017-10-01,2018-10-01,Unadjusted - current,Total industrial,2130166,2130166
2018-09-01,2017-10-01,2018-10-01,Unadjusted - current,Total institutional and governmental,2883897,2883897
2018-09-01,2017-10-01,2018-10-01,Unadjusted - current,Total residential,160319365,160319365
2019-11-01,2018-12-01,2019-12-01,Seasonally adjusted - constant,Total commercial,22549554,22549554
2019-11-01,2018-12-01,2019-12-01,Seasonally adjusted - constant,Total industrial,1430443,1430443
2019-11-01,2018-12-01,2019-12-01,Seasonally adjusted - constant,Total institutional and governmental,1041567,1041567
2019-11-01,2018-12-01,2019-12-01,Seasonally adjusted - constant,Total residential,109672834,109672834
2019-12-01,2019-01-01,2020-01-01,Seasonally adjusted - constant,Total commercial,22321788,22321788
2019-12-01,2019-01-01,2020-01-01,Seasonally adjusted - constant,Total industrial,1294482,1294482
2019-12-01,2019-01-01,2020-01-01,Seasonally adjusted - constant,Total institutional and governmental,1075927,1075927
2019-12-01,2019-01-01,2020-01-01,Seasonally adjusted - constant,Total residential,115730415,115730415
2020-01-01,2019-02-01,2020-02-01,Seasonally adjusted - constant,Total commercial,21881838,21881838
2020-01-01,2019-02-01,2020-02-01,Seasonally adjusted - constant,Total industrial,1203501,1203501
2020-01-01,2019-02-01,2020-02-01,Seasonally adjusted - constant,Total institutional and governmental,1017999,1017999
2020-01-01,2019-02-01,2020-02-01,Seasonally adjusted - constant,Total residential,127799702,127799702
2019-11-01,2018-12-01,2019-12-01,Seasonally adjusted - current,Total commercial,25818391,25818391
