_previousMonth,_previousYear,Date,Industry (NAICS),_changeCalc,_valueConnector,Persons
February 2021,March 2020,2021-03-01,"Finance, insurance, real estate, rental and leasing",12,17100,17100
March 2021,April 2020,2021-04-01,"Finance, insurance, real estate, rental and leasing",12,17100,17100
April 2021,May 2020,2021-05-01,"Finance, insurance, real estate, rental and leasing",12,16000,16000
May 2021,June 2020,2021-06-01,"Finance, insurance, real estate, rental and leasing",12,15600,15600
June 2021,July 2020,2021-07-01,"Finance, insurance, real estate, rental and leasing",12,15200,15200
July 2021,August 2020,2021-08-01,"Finance, insurance, real estate, rental and leasing",12,15300,15300
August 2021,September 2020,2021-09-01,"Finance, insurance, real estate, rental and leasing",12,15100,15100
September 2021,October 2020,2021-10-01,"Finance, insurance, real estate, rental and leasing",12,15000,15000
October 2021,November 2020,2021-11-01,"Finance, insurance, real estate, rental and leasing",12,15300,15300
November 2021,December 2020,2021-12-01,"Finance, insurance, real estate, rental and leasing",12,16000,16000
December 2021,January 2021,2022-01-01,"Finance, insurance, real estate, rental and leasing",12,17000,17000
January 2022,February 2021,2022-02-01,"Finance, insurance, real estate, rental and leasing",12,17300,17300
February 2022,March 2021,2022-03-01,"Finance, insurance, real estate, rental and leasing",12,17100,17100
February 2006,March 2005,2006-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2400,2400
March 2006,April 2005,2006-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2400,2400
April 2006,May 2005,2006-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2200,2200
May 2006,June 2005,2006-06-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
June 2006,July 2005,2006-07-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1800,1800
July 2006,August 2005,2006-08-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1800,1800
August 2006,September 2005,2006-09-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
September 2006,October 2005,2006-10-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
October 2006,November 2005,2006-11-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
November 2006,December 2005,2006-12-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
December 2006,January 2006,2007-01-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
January 2007,February 2006,2007-02-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
February 2007,March 2006,2007-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
March 2007,April 2006,2007-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
April 2007,May 2006,2007-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
May 2007,June 2006,2007-06-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
June 2007,July 2006,2007-07-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
July 2007,August 2006,2007-08-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
August 2007,September 2006,2007-09-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
September 2007,October 2006,2007-10-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2200,2200
October 2007,November 2006,2007-11-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
November 2007,December 2006,2007-12-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
December 2007,January 2007,2008-01-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2000,2000
January 2008,February 2007,2008-02-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
February 2008,March 2007,2008-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
March 2008,April 2007,2008-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
April 2008,May 2007,2008-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
May 2008,June 2007,2008-06-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1800,1800
June 2008,July 2007,2008-07-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2000,2000
July 2008,August 2007,2008-08-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
August 2008,September 2007,2008-09-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
September 2008,October 2007,2008-10-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1800,1800
October 2008,November 2007,2008-11-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
November 2008,December 2007,2008-12-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1200,1200
December 2008,January 2008,2009-01-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1200,1200
January 2009,February 2008,2009-02-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1300,1300
February 2009,March 2008,2009-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1200,1200
March 2009,April 2008,2009-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
April 2009,May 2008,2009-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1400,1400
May 2009,June 2008,2009-06-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
June 2009,July 2008,2009-07-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
July 2009,August 2008,2009-08-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
August 2009,September 2008,2009-09-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1800,1800
September 2009,October 2008,2009-10-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
October 2009,November 2008,2009-11-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2000,2000
November 2009,December 2008,2009-12-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
December 2009,January 2009,2010-01-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1800,1800
January 2010,February 2009,2010-02-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
February 2010,March 2009,2010-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2000,2000
March 2010,April 2009,2010-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
April 2010,May 2009,2010-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
May 2010,June 2009,2010-06-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2000,2000
June 2010,July 2009,2010-07-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2000,2000
July 2010,August 2009,2010-08-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
August 2010,September 2009,2010-09-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1600,1600
September 2010,October 2009,2010-10-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
October 2010,November 2009,2010-11-01,"Forestry, fishing, mining, quarrying, oil and gas",12,900,900
November 2010,December 2009,2010-12-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1000,1000
December 2010,January 2010,2011-01-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
January 2011,February 2010,2011-02-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
February 2011,March 2010,2011-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,800,800
March 2011,April 2010,2011-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,900,900
April 2011,May 2010,2011-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1000,1000
May 2011,June 2010,2011-06-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
June 2011,July 2010,2011-07-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
July 2011,August 2010,2011-08-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
August 2011,September 2010,2011-09-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1000,1000
September 2011,October 2010,2011-10-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1100,1100
October 2011,November 2010,2011-11-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1200,1200
November 2011,December 2010,2011-12-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
December 2011,January 2011,2012-01-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
January 2012,February 2011,2012-02-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
February 2012,March 2011,2012-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1500,1500
March 2012,April 2011,2012-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
April 2012,May 2011,2012-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1900,1900
May 2012,June 2011,2012-06-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2200,2200
June 2012,July 2011,2012-07-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2400,2400
July 2012,August 2011,2012-08-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2400,2400
August 2012,September 2011,2012-09-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
September 2012,October 2011,2012-10-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
October 2012,November 2011,2012-11-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1400,1400
November 2012,December 2011,2012-12-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1300,1300
December 2012,January 2012,2013-01-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1300,1300
January 2013,February 2012,2013-02-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1300,1300
February 2013,March 2012,2013-03-01,"Forestry, fishing, mining, quarrying, oil and gas",12,1700,1700
March 2013,April 2012,2013-04-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2100,2100
April 2013,May 2012,2013-05-01,"Forestry, fishing, mining, quarrying, oil and gas",12,2700,2700
